"","comuna_name","year","geography_unit","weighted_mean_income","weighted_median_income","weighted_gini_income","lb_weighted_mean_income","ub_weighted_mean_income","lb_weighted_median_income","ub_weighted_median_income","lb_weighted_gini_income","ub_weighted_gini_income"
"937","Licantén",2006,3,113431,72419,0.487,101829,126336,65596,78146,0.455,0.521
"938","Limache",2015,3,212911,161666,0.401,201860,228861,146825,168333,0.377,0.432
"939","Limache",2011,3,115021,92466,0.401,104479,154251,86358,97868,0.365,0.544
"940","Linares",2015,3,178310,148834,0.348,166181,189061,144364,152084,0.311,0.379
"941","Linares",1996,3,63770,36206,0.522,57958,72481,33401,41999,0.495,0.576
"942","Linares",2003,3,76520,56140,0.418,71574,81786,51753,58899,0.393,0.446
"943","Linares",2000,3,79314,45166,0.525,71900,87555,43683,47709,0.497,0.556
"944","Linares",2009,3,115753,78822,0.465,105708,129253,75800,83385,0.424,0.514
"945","Linares",2006,3,110928,71673,0.486,103525,120557,63600,77231,0.46,0.51
"946","Linares",1994,3,49668,25072,0.553,45054,54675,24146,27953,0.523,0.574
"947","Linares",1998,3,71870,43925,0.511,64571,78863,40960,45727,0.46,0.545
"948","Linares",2011,3,185553,100497,0.502,163504,211973,85569,110636,0.468,0.531
"949","Litueche",2009,3,123479,96836,0.368,115909,134636,93319,102335,0.332,0.418
"950","Litueche",2006,3,81070,64960,0.411,75610,85948,58033,67911,0.386,0.438
"951","Litueche",2011,3,154191,125270,0.365,137103,171580,124548,131237,0.318,0.406
"952","Litueche",2000,3,73146,43787,0.484,65628,81986,41333,46034,0.436,0.528
"953","Llanquihue",2011,3,258263,119478,0.587,212241,327856,100797,135722,0.514,0.641
"954","Llanquihue",2015,3,242218,157234,0.464,220924,265878,144712,168882,0.42,0.508
"955","Llanquihue",2006,3,132687,82379,0.457,119686,147470,80276,89456,0.406,0.505
"956","Llanquihue",2003,3,75029,48789,0.452,69752,83316,46222,50037,0.416,0.493
"957","Llanquihue",2009,3,210552,111769,0.584,171949,245957,107963,123753,0.517,0.625
"958","Llay Llay",2011,3,152969,134284,0.329,143380,167620,127288,146545,0.29,0.375
"959","Llay Llay",2009,3,125533,97500,0.376,118195,133517,92544,103948,0.355,0.4
"960","Llay Llay",2006,3,110163,86644,0.351,105011,116688,84550,91766,0.328,0.373
"961","Lo Barnechea",2006,3,432194,152480,0.647,392609,490413,149078,161269,0.622,0.675
"962","Lo Barnechea",2003,3,115293,87515,0.402,108685,124094,83829,93258,0.382,0.425
"963","Lo Barnechea",1990,3,27829,21402,0.388,26425,29951,20811,22862,0.356,0.417
"964","Lo Barnechea",2009,3,802724,282000,0.668,652320,986047,230886,381809,0.627,0.699
"965","Lo Barnechea",1994,3,73607,48462,0.464,67940,81035,42840,51412,0.429,0.497
"966","Lo Barnechea",1992,3,65851,43993,0.444,61685,70099,43398,49576,0.417,0.472
"967","Lo Barnechea",2011,3,501167,147584,0.665,418802,625844,140112,201955,0.626,0.699
"968","Lo Barnechea",1998,3,108407,80343,0.428,101582,119951,78452,85000,0.392,0.465
"969","Lo Barnechea",2000,3,112403,79645,0.428,105533,121611,74251,87304,0.407,0.446
"970","Lo Espejo",1990,3,23567,17821,0.405,22141,25335,17259,19395,0.386,0.427
"971","Lo Espejo",1996,3,72109,58260,0.364,68771,75958,56022,60314,0.348,0.383
"972","Lo Espejo",2009,3,164354,120308,0.41,155378,174934,117080,124856,0.391,0.43
"973","Lo Espejo",2006,3,104066,87757,0.366,100456,108203,82111,92243,0.348,0.383
"974","Lo Espejo",2003,3,89230,71960,0.384,84183,93887,65750,75953,0.358,0.404
"975","Lo Espejo",1994,3,57905,43046,0.428,52132,67218,39555,44546,0.377,0.5
"976","Lo Espejo",1998,3,87788,65762,0.39,84015,91628,60959,70185,0.375,0.407
"977","Lo Espejo",1992,3,44067,32747,0.416,41576,46365,30643,34783,0.398,0.432
"978","Lo Espejo",2000,3,82987,56909,0.429,78598,88802,55700,60355,0.408,0.452
"979","Lo Espejo",2011,3,154162,125198,0.358,142958,165181,117465,135934,0.327,0.391
"980","Lo Prado",1990,3,21070,16847,0.387,19885,22197,16364,17781,0.357,0.413
"981","Lo Prado",1996,3,66151,46626,0.422,62734,70554,45000,50170,0.401,0.447
"982","Lo Prado",1994,3,52191,40296,0.372,48657,56485,37292,42561,0.338,0.401
"983","Lo Prado",1998,3,62057,46840,0.392,58720,64479,43988,49888,0.375,0.405
"984","Lo Prado",2003,3,77578,59565,0.389,72419,83502,55438,63384,0.362,0.421
"985","Lo Prado",2006,3,132392,96225,0.408,125024,139352,92278,99812,0.391,0.43
"986","Lo Prado",2000,3,65605,50000,0.404,62257,68815,47738,52940,0.378,0.426
"987","Lo Prado",1992,3,36467,27453,0.4,33435,39839,25991,29467,0.364,0.438
"988","Lo Prado",2011,3,166157,132419,0.325,153418,182974,122725,162651,0.286,0.378
"989","Lo Prado",2009,3,181493,135356,0.406,172352,189436,128325,141441,0.388,0.42
"990","Lolol",2006,3,82886,56679,0.401,77011,89277,56154,58837,0.375,0.435
"991","Lolol",2000,3,63849,46521,0.424,58822,68080,44296,50393,0.393,0.441
"992","Lolol",2009,3,112791,83943,0.387,105733,120403,82603,91980,0.363,0.407
"993","Lolol",2011,3,139511,94741,0.434,122982,157118,82816,107136,0.396,0.466
"994","Loncoche",2006,3,80154,55119,0.437,73803,87379,50593,57116,0.41,0.47
"995","Loncoche",2009,3,96905,70561,0.497,88830,109384,64944,75000,0.456,0.529
"996","Loncoche",2011,3,230151,123727,0.487,196820,270013,114000,146640,0.434,0.542
"997","Loncoche",2000,3,84656,34243,0.67,72308,103651,31338,36949,0.623,0.716
"998","Loncoche",2003,3,64138,38418,0.531,57538,71283,37338,39689,0.492,0.569
"999","Longaví",2011,3,148561,109436,0.38,137083,161073,104932,117195,0.345,0.411
"1000","Longaví",1994,3,36801,20186,0.505,33528,40805,18912,22932,0.47,0.542
"1001","Longaví",2000,3,66988,40662,0.489,55864,87069,39419,44199,0.407,0.599
"1002","Longaví",2006,3,112867,65544,0.519,99609,131532,62100,70282,0.469,0.576
"1003","Longaví",2003,3,65875,48248,0.406,61125,71584,46219,51023,0.38,0.432
"1004","Longaví",2009,3,118999,95832,0.359,111496,126919,92092,98288,0.327,0.391
"1005","Lonquimay",2006,3,93098,60493,0.505,85229,100290,56933,62074,0.475,0.53
"1006","Lonquimay",2009,3,98455,64044,0.477,89469,110367,60194,69900,0.43,0.513
"1007","Lonquimay",2000,3,72681,40007,0.53,64206,80514,39129,43405,0.48,0.569
"1008","Lonquimay",2011,3,97297,61987,0.48,84622,107028,56670,66478,0.439,0.514
"1009","Lonquimay",2003,3,63185,42417,0.461,57310,69549,40891,44019,0.428,0.489
"1010","Los Álamos",2009,3,111792,83410,0.406,104751,118582,78831,86236,0.374,0.426
"1011","Los Álamos",2000,3,67775,46416,0.494,61896,77475,42809,47646,0.45,0.556
"1012","Los Álamos",1992,3,32118,19888,0.489,28843,37125,19310,20729,0.431,0.539
"1013","Los Álamos",2011,3,97881,69123,0.375,84984,117510,62397,74971,0.296,0.453
"1014","Los Álamos",1994,3,41603,27646,0.497,31932,56834,26774,28346,0.359,0.621
"1015","Los Álamos",2006,3,69720,50670,0.423,64427,75355,47379,53004,0.389,0.447
"1016","Los Álamos",2003,3,80412,37412,0.603,69387,94766,35776,44027,0.547,0.655
"1017","Los Andes",2000,3,106095,63113,0.486,99663,116466,60516,69376,0.457,0.52
"1018","Los Andes",1998,3,88242,61244,0.451,82250,96272,56187,64273,0.424,0.483
"1019","Los Andes",1996,3,80788,47409,0.49,74580,87631,44409,54362,0.473,0.509
"1020","Los Andes",2003,3,112589,73813,0.461,104484,121730,69160,77950,0.43,0.497
"1021","Los Andes",2011,3,323399,212801,0.479,285143,361851,198278,220573,0.429,0.539
"1022","Los Andes",1992,3,53068,30340,0.506,48429,58649,27565,33816,0.476,0.541
"1023","Los Andes",2006,3,170116,106050,0.474,153886,189809,100095,116955,0.436,0.515
"1024","Los Andes",2009,3,293724,221950,0.435,271107,319273,194487,232924,0.403,0.461
"1025","Los Andes",1994,3,65950,37825,0.503,60375,72191,36944,40280,0.475,0.528
"1026","Los Andes",2015,3,265800,195000,0.395,247264,281833,182499,206310,0.371,0.419
"1027","Los Ángeles",1996,3,139082,61174,0.587,125446,160503,55000,74682,0.561,0.612
"1028","Los Ángeles",1990,3,41385,21580,0.573,38983,44356,19603,22540,0.55,0.585
"1029","Los Ángeles",2000,3,123939,85912,0.474,113971,130505,79432,91575,0.452,0.495
"1030","Los Ángeles",1992,3,65974,33772,0.559,61092,69769,32980,35179,0.532,0.576
"1031","Los Ángeles",1994,3,100980,52955,0.54,93797,108358,50423,54961,0.523,0.559
"1032","Los Ángeles",2015,3,209212,140790,0.443,203880,216001,137575,145180,0.433,0.454
"1033","Los Ángeles",2003,3,177649,79397,0.582,161459,199162,77379,93997,0.562,0.606
"1034","Los Ángeles",1998,3,188704,102823,0.559,171650,206504,93834,109602,0.528,0.583
"1035","Los Ángeles",2011,3,153119,112769,0.407,144798,163118,108621,115481,0.388,0.426
"1036","Los Ángeles",2009,3,176995,106033,0.528,156142,215002,100746,108142,0.481,0.606
"1037","Los Ángeles",2006,3,137124,79088,0.521,123724,147161,75750,83040,0.483,0.551
"1038","Los Lagos",2015,3,148024,130941,0.327,141816,154083,123001,134458,0.313,0.345
"1039","Los Lagos",2011,3,139608,93811,0.432,121719,160257,86296,101057,0.366,0.499
"1040","Los Lagos",2009,3,122847,83785,0.42,111367,133870,79295,90643,0.387,0.452
"1041","Los Muermos",2015,3,184594,141642,0.38,174071,194069,132922,145121,0.35,0.404
"1042","Los Muermos",2003,3,67908,43218,0.485,61646,74836,41473,46054,0.453,0.521
"1043","Los Muermos",2011,3,166966,105732,0.467,140539,236282,98904,123175,0.397,0.61
"1044","Los Muermos",2006,3,143241,95344,0.47,133676,158818,85637,104440,0.438,0.497
"1045","Los Muermos",2009,3,215606,107521,0.58,179380,257814,98495,115661,0.502,0.627
"1046","Los Sauces",2000,3,48408,31075,0.478,43989,52392,27470,32701,0.45,0.507
"1047","Los Sauces",2006,3,65806,53269,0.425,61521,70947,51463,56350,0.398,0.456
"1048","Los Sauces",2003,3,59757,37810,0.48,53515,67206,36065,41165,0.43,0.533
"1049","Los Sauces",2011,3,175881,138080,0.471,143151,223341,100416,157935,0.401,0.528
"1050","Los Sauces",2009,3,85599,69920,0.397,80150,91226,64826,75000,0.373,0.416
"1051","Los Vilos",1998,3,49216,41982,0.351,46381,51932,36389,43561,0.327,0.375
"1052","Los Vilos",2000,3,61346,44987,0.413,57424,66429,40326,48573,0.389,0.434
"1053","Los Vilos",2003,3,64808,55000,0.356,60918,68073,53228,57327,0.332,0.381
"1054","Los Vilos",2006,3,117246,71948,0.516,105614,135883,63420,77250,0.467,0.571
"1055","Los Vilos",1994,3,41373,29880,0.447,37789,45928,28557,31768,0.399,0.489
"1056","Los Vilos",1996,3,37744,27399,0.42,35224,40009,26444,28946,0.401,0.442
"1057","Los Vilos",2011,3,128777,103500,0.39,114559,138822,88630,104629,0.353,0.419
"1058","Los Vilos",2009,3,144363,109380,0.388,131280,159680,99535,112619,0.347,0.426
"1059","Lota",1994,3,37295,24055,0.478,33494,43089,23206,24346,0.425,0.529
"1060","Lota",1992,3,35502,15685,0.588,31565,40028,15367,16672,0.553,0.616
"1061","Lota",2000,3,78882,45650,0.52,69685,86650,41669,47482,0.482,0.545
"1062","Lota",2011,3,117083,100954,0.34,108691,126957,94617,104082,0.309,0.388
"1063","Lota",2009,3,111848,83754,0.388,103767,120834,78947,89308,0.358,0.419
"1064","Lota",2015,3,159799,129954,0.34,150142,167229,124768,142465,0.317,0.355
"1065","Lota",2006,3,83784,58875,0.422,77898,91702,56983,62459,0.388,0.464
"1066","Lota",2003,3,72669,37646,0.567,61706,86606,34328,41832,0.501,0.627
"1067","Lumaco",2000,3,55079,34436,0.524,50224,59428,31925,40570,0.498,0.545
"1068","Lumaco",2011,3,121787,78007,0.471,107239,132491,63386,91855,0.432,0.499
"1069","Lumaco",2009,3,88553,56666,0.484,72451,123040,54261,61166,0.365,0.622
"1070","Lumaco",1998,3,54970,37492,0.452,50872,59676,34788,39476,0.427,0.471
"1071","Lumaco",2006,3,82177,56978,0.507,67959,110735,52654,59804,0.412,0.634
"1072","Lumaco",2003,3,53794,34164,0.48,49307,59562,32864,37206,0.443,0.529
"1073","Machalí",2000,3,99071,55818,0.52,88129,108777,53518,59243,0.477,0.555
"1074","Machalí",1992,3,50345,28613,0.511,45286,55303,27535,29915,0.475,0.549
"1075","Machalí",1994,3,56372,35478,0.482,51378,61176,33189,40347,0.446,0.511
"1076","Machalí",1990,3,28625,20306,0.466,26575,30697,19558,21092,0.444,0.486
"1077","Machalí",2011,3,299836,268488,0.385,267791,336743,184715,318617,0.351,0.419
"1078","Machalí",1996,3,60956,38450,0.454,56763,64862,36872,42787,0.429,0.48
"1079","Machalí",2003,3,89267,63531,0.43,84497,96201,61167,68275,0.408,0.457
"1080","Machalí",2009,3,171209,110500,0.455,149976,196680,98727,122000,0.416,0.489
"1081","Machalí",2006,3,127521,73535,0.507,111080,149634,67733,81034,0.462,0.56
"1082","Machalí",2015,3,353872,228889,0.451,333957,381175,220099,242400,0.426,0.481
"1083","Machalí",1998,3,85117,47630,0.537,75796,92438,43990,49597,0.494,0.57
"1084","Macul",1990,3,24579,18836,0.398,23387,26607,17988,19400,0.371,0.425
"1085","Macul",1992,3,40308,31740,0.388,37808,43173,29696,33279,0.353,0.412
"1086","Macul",1996,3,71120,58501,0.36,66874,74402,54615,59296,0.338,0.381
"1087","Macul",2003,3,86027,70537,0.353,81896,90719,69756,73067,0.328,0.385
"1088","Macul",2000,3,98167,61522,0.504,91088,106747,57143,64221,0.47,0.531
"1089","Macul",2006,3,155604,117567,0.416,146470,164907,105730,125498,0.391,0.436
"1090","Macul",2009,3,198293,139128,0.448,183473,213920,131354,149044,0.41,0.483
"1091","Macul",1994,3,55498,43638,0.389,52260,59237,41262,44516,0.367,0.411
"1092","Macul",2011,3,188271,150073,0.347,170395,209794,146926,159527,0.302,0.4
"1093","Macul",2015,3,355430,260000,0.446,326213,395140,246193,266889,0.404,0.488
"1094","Macul",1998,3,76089,57308,0.403,72623,80738,55310,60227,0.383,0.423
"1095","Máfil",2011,3,143034,90812,0.423,129651,159134,85907,105498,0.39,0.457
"1096","Máfil",2009,3,134402,97423,0.44,123945,147436,91621,98326,0.405,0.476
"1097","Maipú",1992,3,114575,44563,0.607,100227,129219,43240,53350,0.573,0.638
"1098","Maipú",2000,3,193113,100100,0.522,179642,208978,96087,107100,0.501,0.545
"1099","Maipú",2011,3,262828,168724,0.453,245245,283685,153178,181767,0.432,0.478
"1100","Maipú",1996,3,175155,122678,0.443,164569,186617,109350,137543,0.419,0.465
"1101","Maipú",1990,3,41240,30595,0.468,38131,43975,27539,31653,0.442,0.502
"1102","Maipú",2006,3,207352,141571,0.473,191705,224936,135088,146349,0.432,0.505
"1103","Maipú",2003,3,254600,152168,0.517,228060,276068,140628,161816,0.48,0.547
"1104","Maipú",1994,3,76900,53949,0.427,72023,82500,49710,56770,0.403,0.447
"1105","Maipú",2009,3,268008,195383,0.434,252169,283193,180812,205608,0.414,0.455
"1106","Maipú",2015,3,276130,218268,0.371,266184,285773,209358,225501,0.357,0.381
"1107","Maipú",1998,3,165010,107327,0.449,155159,175034,102679,115243,0.429,0.469
"1108","Malloa",2009,3,143698,117169,0.367,136091,154572,111885,123075,0.337,0.392
"1109","Malloa",2000,3,79446,49640,0.501,71656,86555,46955,50906,0.461,0.535
"1110","Malloa",2006,3,102645,75750,0.388,96711,110376,70730,80470,0.366,0.414
"1111","Malloa",2011,3,139087,124325,0.292,130950,148818,111977,128228,0.27,0.316
"1112","Marchigüe",2011,3,195358,131354,0.443,163313,229886,113439,141150,0.372,0.48
"1113","Marchigüe",2003,3,70532,56000,0.337,66560,74637,55577,59326,0.31,0.36
"1114","Marchigüe",2006,3,83928,70238,0.375,78821,89065,67112,72220,0.349,0.4
"1115","Marchigüe",1996,3,47441,35697,0.402,43929,51386,32603,37950,0.373,0.429
"1116","Marchigüe",1998,3,59358,46908,0.358,56385,63017,43970,48720,0.337,0.38
"1117","Marchigüe",2000,3,69332,53262,0.381,64491,75156,49989,54373,0.35,0.425
"1118","Marchigüe",2009,3,138286,104975,0.403,122939,152999,97428,109395,0.343,0.468
"1119","María Elena",2011,3,234169,164100,0.375,216741,252797,155784,199060,0.352,0.403
"1120","María Elena",2009,3,176817,135725,0.354,168124,187220,130217,144854,0.331,0.375
"1121","María Elena",2003,3,112478,76755,0.429,104113,126426,75599,83195,0.383,0.474
"1122","María Elena",1998,3,98872,60240,0.5,91181,107185,58672,64119,0.469,0.534
"1123","María Elena",1994,3,67227,51034,0.433,62875,72953,50257,53071,0.4,0.46
"1124","María Elena",2006,3,173394,136221,0.368,159544,187490,121263,144877,0.327,0.409
"1125","María Elena",1992,3,46719,32616,0.43,42903,49959,31447,33671,0.394,0.453
"1126","María Elena",2000,3,120051,66645,0.519,105282,147500,63118,75820,0.472,0.607
"1127","María Pinto",1994,3,49264,29842,0.494,39618,61996,29141,30921,0.389,0.591
"1128","María Pinto",2009,3,139407,113652,0.323,133098,146911,108121,118867,0.304,0.34
"1129","María Pinto",2000,3,83765,53125,0.488,70844,112394,51267,54366,0.391,0.608
"1130","María Pinto",2011,3,165203,94347,0.483,133126,217651,81316,123548,0.406,0.543
"1131","María Pinto",1990,3,18092,12210,0.462,16589,19441,11729,14129,0.422,0.494
"1132","María Pinto",2003,3,82255,55187,0.441,76935,88775,53276,58221,0.417,0.467
"1133","María Pinto",1992,3,33589,25824,0.423,31519,36148,24875,26235,0.405,0.441
"1134","María Pinto",2006,3,86925,62526,0.414,82186,93722,59593,64058,0.384,0.442
"1135","María Pinto",1998,3,51372,38872,0.422,48279,54543,35476,40722,0.402,0.444
"1136","Mariquina",2011,3,148037,101017,0.463,136355,172043,92374,108711,0.426,0.528
"1137","Mariquina",2009,3,141007,96424,0.437,130556,150496,92099,102345,0.405,0.465
"1138","Maule",2009,3,105566,80780,0.37,97518,113047,76935,83958,0.333,0.401
"1139","Maule",2011,3,159609,123075,0.413,147636,175709,105520,134406,0.37,0.457
"1140","Maule",1994,3,27650,20173,0.4,25373,29884,18464,21741,0.353,0.436
"1141","Maule",2003,3,94141,58110,0.511,75537,134560,56205,62600,0.405,0.652
"1142","Maule",2000,3,76242,54161,0.426,70245,82059,52060,57601,0.38,0.45
"1143","Maule",2006,3,78876,66496,0.321,73736,83608,58676,71328,0.299,0.342
"1144","Maullín",2009,3,137989,113563,0.38,127333,153279,103166,121190,0.346,0.405
"1145","Maullín",2003,3,66456,40519,0.479,61347,71011,39080,43169,0.449,0.499
"1146","Maullín",2000,3,86714,46168,0.6,64095,129406,42607,48141,0.483,0.722
"1147","Maullín",2011,3,145367,100264,0.451,135233,158160,92884,106620,0.419,0.485
"1148","Maullín",2006,3,122687,79781,0.478,110596,134663,75237,82425,0.434,0.514
"1149","Mejillones",1994,3,58682,39073,0.445,53933,62755,37284,40712,0.405,0.474
"1150","Mejillones",2011,3,273652,211852,0.356,244094,311129,197822,277730,0.31,0.402
"1151","Mejillones",2003,3,151465,110510,0.389,141238,162108,104931,116531,0.353,0.417
"1152","Mejillones",2009,3,190733,157519,0.357,181453,203440,142875,167368,0.338,0.381
"1153","Mejillones",2000,3,118104,83734,0.414,107311,127803,76667,90272,0.378,0.449
"1154","Mejillones",2006,3,168181,116150,0.434,157366,180153,112645,124889,0.404,0.462
"1155","Melipeuco",2000,3,60595,37613,0.49,55204,65835,36404,38567,0.456,0.522
"1156","Melipeuco",2011,3,131945,91379,0.428,112732,154202,79644,107503,0.35,0.475
"1157","Melipeuco",2003,3,54725,35108,0.459,50680,58080,34230,38863,0.437,0.479
"1158","Melipeuco",2009,3,121519,75000,0.538,100392,144557,69524,77778,0.455,0.59
"1159","Melipeuco",2006,3,75970,49678,0.48,68010,85881,47448,52690,0.442,0.526
"1160","Melipilla",2011,3,166544,120170,0.426,153447,181319,111054,126622,0.399,0.461
"1161","Melipilla",1994,3,51633,38045,0.414,48674,55153,36033,39413,0.392,0.43
"1162","Melipilla",2015,3,212098,151938,0.389,203044,226490,145309,156333,0.364,0.413
"1163","Melipilla",2003,3,168157,72754,0.61,141849,194287,70768,76400,0.551,0.651
"1164","Melipilla",2009,3,178009,121400,0.455,161088,194444,117268,126031,0.407,0.497
"1165","Melipilla",1990,3,25680,17797,0.462,23066,28054,16861,18792,0.415,0.506
"1166","Melipilla",1998,3,79622,53315,0.457,74920,84654,50200,56520,0.44,0.478
"1167","Melipilla",1996,3,88196,50619,0.5,80057,95940,49519,54042,0.468,0.526
"1168","Melipilla",2000,3,109884,62462,0.541,94144,132118,59370,65911,0.482,0.604
"1169","Melipilla",2006,3,123368,84901,0.447,112284,134448,84021,85668,0.406,0.479
"1170","Melipilla",1992,3,45430,26595,0.512,39436,51320,25865,28673,0.461,0.558
"1171","Molina",2011,3,155152,120643,0.381,143842,170855,114261,129190,0.34,0.419
"1172","Molina",2009,3,140445,95269,0.465,127786,151278,90183,100571,0.427,0.501
"1173","Molina",1994,3,28949,19727,0.47,26848,31480,18224,21017,0.439,0.498
"1174","Molina",2006,3,112022,75530,0.46,103171,122816,70055,78147,0.425,0.499
"1175","Molina",2000,3,67051,44492,0.499,61132,73525,41182,47742,0.464,0.535
"1176","Molina",2003,3,64171,50430,0.385,60289,67278,48580,53550,0.358,0.41
"1177","Monte Patria",2006,3,79222,56925,0.372,73863,83426,55550,58918,0.344,0.395
"1178","Monte Patria",2003,3,81627,56126,0.446,73504,93045,51263,60062,0.394,0.507
"1179","Monte Patria",2011,3,122723,90827,0.361,113055,136389,83754,100054,0.319,0.411
"1180","Monte Patria",2009,3,115987,94983,0.338,108928,121553,92653,101402,0.311,0.366
"1181","Monte Patria",1994,3,36140,23767,0.454,33804,38324,22595,25164,0.428,0.478
"1182","Monte Patria",1998,3,71720,46920,0.464,66258,78166,44889,48858,0.433,0.491
"1183","Monte Patria",2000,3,100296,50595,0.539,89526,120383,50595,61764,0.497,0.59
"1184","San Francisco de Mostazal",2011,3,209535,165543,0.412,188006,238238,139615,178492,0.375,0.461
"1185","San Francisco de Mostazal",2006,3,119302,82647,0.454,103769,138973,78502,84707,0.384,0.518
"1186","San Francisco de Mostazal",2009,3,164040,127281,0.381,152967,176413,112543,140104,0.357,0.406
"1187","Mulchén",2009,3,117516,91352,0.383,112125,124341,86661,96329,0.362,0.409
"1188","Mulchén",1994,3,35843,23885,0.457,33334,38284,22900,25329,0.436,0.477
"1189","Mulchén",1992,3,34720,24599,0.421,31696,38122,23549,26364,0.386,0.449
"1190","Mulchén",2000,3,54742,42310,0.438,49813,59349,38467,43230,0.402,0.471
"1191","Mulchén",2011,3,175378,105200,0.514,144658,214146,94079,118624,0.431,0.575
"1192","Mulchén",2015,3,152907,123000,0.343,141616,162728,119947,129676,0.298,0.375
"1193","Mulchén",2006,3,75288,57200,0.393,71196,80619,54976,59968,0.373,0.416
"1194","Mulchén",2003,3,66659,42068,0.504,57258,81850,38629,45341,0.443,0.566
"1195","Nacimiento",2015,3,161885,121460,0.387,153195,172143,112006,131667,0.363,0.412
"1196","Nacimiento",2009,3,107540,84480,0.394,101389,115421,81331,90334,0.37,0.416
"1197","Nacimiento",1994,3,34410,24586,0.427,31465,37668,22964,25033,0.387,0.469
"1198","Nacimiento",1992,3,26263,19173,0.437,23808,28490,18388,20064,0.401,0.474
"1199","Nacimiento",2006,3,87077,72172,0.408,80385,96247,65619,79958,0.371,0.448
"1200","Nacimiento",2000,3,56551,43731,0.376,53110,60187,42623,44407,0.353,0.396
"1201","Nacimiento",2011,3,129370,95662,0.404,115991,143039,92256,101426,0.354,0.444
"1202","Nacimiento",2003,3,68177,54338,0.402,63857,72297,50000,56252,0.376,0.422
"1203","Nancagua",2009,3,121154,86208,0.379,111407,130028,82875,92142,0.339,0.403
"1204","Nancagua",2000,3,68491,50215,0.41,64024,73651,46935,52303,0.382,0.44
"1205","Nancagua",2006,3,108685,76226,0.455,98980,122417,69187,77964,0.414,0.509
"1206","Nancagua",2011,3,153152,137218,0.35,139244,168891,113641,154340,0.301,0.391
"1207","Natales",2009,3,204696,132814,0.481,187217,223848,122338,142996,0.441,0.522
"1208","Natales",2006,3,157464,104070,0.496,129449,197175,98888,107266,0.412,0.599
"1209","Natales",2015,3,265117,178009,0.457,244625,286488,167773,183988,0.424,0.494
"1210","Natales",2011,3,217928,133074,0.469,185374,263263,109328,149739,0.394,0.542
"1211","Navidad",2009,3,179221,104535,0.498,157286,202768,94916,119575,0.442,0.54
"1212","Navidad",2000,3,73386,44724,0.489,63087,88050,43151,48633,0.424,0.563
"1213","Navidad",1996,3,51091,35284,0.451,45863,55020,32000,39369,0.414,0.482
"1214","Navidad",2011,3,194240,123852,0.447,162998,232147,117447,143558,0.368,0.5
"1215","Navidad",2003,3,66475,46568,0.423,61170,72919,45214,48908,0.38,0.457
"1216","Navidad",1998,3,49765,37564,0.415,46555,53795,33355,38130,0.393,0.44
"1217","Navidad",2006,3,82927,59565,0.418,77810,89452,56493,63918,0.396,0.441
"1218","Negrete",1994,3,38725,24383,0.491,35248,42231,22062,25862,0.452,0.525
"1219","Negrete",2000,3,59979,40457,0.463,54476,64385,37336,43288,0.432,0.494
"1220","Negrete",2003,3,63447,42566,0.439,58391,69579,41042,42836,0.4,0.478
"1221","Negrete",1992,3,33471,21391,0.467,30038,36574,20041,22814,0.428,0.503
"1222","Negrete",2011,3,135131,85852,0.474,110990,161202,82800,94655,0.404,0.542
"1223","Negrete",2009,3,114471,76895,0.464,101981,130096,73084,91668,0.41,0.525
"1224","Negrete",2006,3,77561,56098,0.413,71359,83505,52402,61600,0.385,0.443
"1225","Ninhue",2011,3,104741,95566,0.293,92901,118692,81983,105401,0.24,0.352
"1226","Ninhue",2009,3,90516,75783,0.376,83718,97393,74947,79169,0.347,0.403
"1227","Ninhue",2006,3,73331,43904,0.541,64300,86533,42405,45878,0.492,0.592
"1228","Nogales",2011,3,145095,96620,0.438,130170,171600,89780,105360,0.381,0.507
"1229","Nogales",1994,3,77364,56763,0.428,72809,81996,54262,58570,0.403,0.449
"1230","Nogales",1996,3,92264,70546,0.452,84725,100027,63184,74303,0.421,0.472
"1231","Nogales",2000,3,105449,76469,0.397,98329,113365,73195,86409,0.374,0.417
"1232","Nogales",2003,3,109089,77339,0.444,101059,118691,69106,88203,0.417,0.473
"1233","Nogales",1998,3,118936,75432,0.475,110626,127299,68062,82630,0.456,0.5
"1234","Nogales",2009,3,144163,110332,0.402,135479,153223,99000,114907,0.378,0.423
"1235","Nogales",2006,3,118289,84441,0.426,108205,128844,79538,90900,0.383,0.47
"1236","Nueva Imperial",2011,3,339138,227924,0.455,270429,434468,121155,616248,0.342,0.517
"1237","Nueva Imperial",2006,3,96638,60909,0.485,87983,106017,55550,67353,0.446,0.514
"1238","Nueva Imperial",2003,3,53453,43886,0.383,50031,57858,41120,45232,0.362,0.406
"1239","Nueva Imperial",2009,3,97167,83119,0.396,90963,104019,78356,86484,0.376,0.427
"1240","Nueva Imperial",2000,3,52445,32646,0.516,49008,56875,31072,34463,0.493,0.536
"1241","Nueva Imperial",2015,3,145654,115132,0.388,136785,154989,106128,124678,0.367,0.409
"1242","Ñiquén",2009,3,106139,79063,0.367,99637,115132,75000,83750,0.334,0.4
"1243","Ñiquén",2011,3,133818,96724,0.396,116259,151399,80773,113990,0.355,0.441
"1244","Ñiquén",2006,3,73813,53013,0.419,67802,79720,48699,55176,0.389,0.453
"1245","Ñuñoa",2003,3,188552,131960,0.457,171852,207211,126776,142193,0.414,0.505
